age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
42,Self-emp-not-inc,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0
44,State-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,50,United-States,1
44,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
55,State-gov,13,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,1
40,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
25,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,0
48,Private,14,Married-civ-spouse,Craft-repair,Husband,White,Male,54,United-States,1
51,State-gov,16,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0
31,Self-emp-not-inc,9,Never-married,Craft-repair,Unmarried,White,Male,50,United-States,0
44,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
50,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
45,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
27,Private,10,Never-married,Sales,Other-relative,White,Male,40,United-States,0
56,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,45,United-States,1
48,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,42,United-States,1
25,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
57,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0
53,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
40,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
54,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,1
46,Federal-gov,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Germany,1
39,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,84,United-States,1
35,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
30,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,70,Germany,1
46,Private,10,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,1
47,Private,3,Never-married,Machine-op-inspct,Unmarried,White,Female,40,Dominican-Republic,0
34,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
35,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,48,United-States,0
33,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
29,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,1
43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
41,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,45,United-States,0
50,Private,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,0
47,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
53,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
49,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
49,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
25,Private,13,Never-married,Adm-clerical,Unmarried,White,Female,60,United-States,0
33,Private,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,40,Philippines,0
44,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
42,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
52,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,72,United-States,1
43,Private,15,Divorced,Prof-specialty,Unmarried,White,Female,35,United-States,1
41,Self-emp-inc,12,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1
55,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
56,State-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
61,Private,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0
51,Private,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0
46,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1
27,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,60,Germany,0
32,Private,9,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,0
60,Private,9,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Female,40,Cambodia,0
41,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,1
42,Federal-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,1
41,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
37,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
45,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,1
37,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0
40,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,60,United-States,0
55,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0
27,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
43,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,0
35,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0
41,Private,9,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,1
46,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,0
39,Self-emp-not-inc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0
19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,0
50,Private,9,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,1
29,Private,10,Never-married,Farming-fishing,Unmarried,White,Male,50,United-States,0
38,Private,11,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
27,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,1
20,Private,10,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,40,United-States,0
34,Federal-gov,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
26,Private,10,Divorced,Craft-repair,Own-child,White,Male,40,United-States,0
39,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0
56,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,1
31,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,1
50,Private,13,Married-spouse-absent,Sales,Not-in-family,White,Female,20,Germany,0
45,Private,9,Widowed,Priv-house-serv,Own-child,Black,Female,25,United-States,0
64,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
48,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
28,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,65,United-States,1
35,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0
48,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,1
30,Private,13,Divorced,Sales,Not-in-family,White,Male,40,United-States,1
83,Self-emp-not-inc,7,Never-married,Farming-fishing,Not-in-family,White,Male,20,United-States,0
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
46,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
46,Private,3,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,0
76,Self-emp-not-inc,9,Widowed,Exec-managerial,Not-in-family,White,Female,2,United-States,0
27,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,Ireland,1
72,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,1
50,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
37,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15,United-States,1
50,State-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
31,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
31,Private,9,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,40,United-States,0
37,Private,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,41,United-States,0
49,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0
58,Private,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,40,United-States,0
28,Private,13,Never-married,Sales,Own-child,Black,Male,50,United-States,0
26,Self-emp-not-inc,13,Never-married,Sales,Not-in-family,White,Male,60,United-States,1
36,Private,9,Divorced,Other-service,Unmarried,Black,Male,40,United-States,0
46,State-gov,10,Married-spouse-absent,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,50,Philippines,0
39,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
51,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,44,United-States,1
49,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,Canada,1
48,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,1
41,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1
65,Private,3,Married-civ-spouse,Other-service,Other-relative,White,Female,20,Mexico,0
42,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,China,1
46,Private,10,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,1
50,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,50,United-States,1
49,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States,1
37,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Columbia,0
42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
58,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,1
46,Local-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,1
31,Private,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
19,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,0
47,Self-emp-not-inc,11,Separated,Exec-managerial,Unmarried,White,Female,40,United-States,0
20,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
36,Self-emp-inc,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
43,Private,10,Divorced,Tech-support,Not-in-family,White,Male,45,United-States,0
39,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
61,Private,13,Married-civ-spouse,Sales,Husband,White,Male,32,United-States,1
59,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0
34,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,1
32,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
54,Private,9,Widowed,Transport-moving,Not-in-family,White,Male,45,United-States,0
32,Local-gov,9,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,0
47,Private,12,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
31,Private,9,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,1
46,Federal-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
26,Private,13,Never-married,Sales,Not-in-family,White,Male,40,Ireland,0
35,Private,10,Separated,Exec-managerial,Own-child,Black,Female,40,United-States,0
38,State-gov,10,Never-married,Tech-support,Unmarried,Black,Female,50,United-States,0
50,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
18,Private,9,Never-married,Other-service,Other-relative,White,Female,12,El-Salvador,0
38,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,United-States,1
28,Self-emp-not-inc,9,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0
51,Private,10,Divorced,Sales,Not-in-family,White,Female,38,United-States,1
41,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
36,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
55,Federal-gov,9,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,0
41,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
42,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico,1
46,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,Canada,1
51,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
38,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,United-States,1
27,Private,9,Never-married,Handlers-cleaners,Unmarried,White,Male,35,United-States,0
43,Private,16,Separated,Exec-managerial,Not-in-family,White,Female,60,United-States,1
45,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,1
34,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,36,United-States,1
43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
33,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Dominican-Republic,1
72,Private,5,Married-civ-spouse,Sales,Husband,White,Male,16,United-States,0
37,Private,10,Never-married,Tech-support,Unmarried,White,Female,60,United-States,1
40,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
51,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,1
49,Self-emp-inc,15,Widowed,Prof-specialty,Unmarried,White,Male,50,United-States,1
43,Local-gov,14,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,60,United-States,1
45,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
23,Private,10,Never-married,Sales,Own-child,White,Female,40,United-States,0
50,Local-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,1
34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
33,Private,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,1
32,Private,9,Never-married,Other-service,Own-child,White,Male,20,United-States,0
49,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
55,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0
21,Private,3,Never-married,Farming-fishing,Not-in-family,White,Male,36,Mexico,0
38,Private,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0
51,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
50,Federal-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
37,Private,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40,United-States,1
41,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
52,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,1
36,Private,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,Portugal,0
51,State-gov,13,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,1
38,Private,10,Never-married,Adm-clerical,Other-relative,Other,Male,40,India,0
23,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
33,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,54,United-States,1
33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
45,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
33,Self-emp-not-inc,8,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,0
56,State-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,1
48,State-gov,14,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,0
54,Self-emp-not-inc,13,Widowed,Sales,Unmarried,White,Male,60,United-States,0
47,Private,10,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,48,United-States,0
49,Federal-gov,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,1
39,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
54,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
29,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,55,Greece,1
38,Self-emp-not-inc,9,Divorced,Craft-repair,Unmarried,White,Male,60,United-States,0
35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
51,Private,14,Widowed,Exec-managerial,Unmarried,White,Male,40,United-States,1
74,Private,9,Widowed,Sales,Unmarried,White,Female,26,United-States,0
